Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
zero-shot,N/A,N/A,N/A,N/A,- VPS51 (Vacuolar Protein Sorting 51 homolog),N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
contextual,N/A,N/A,N/A,N/A,N/A,N/A,(0.0 × 0.3) + (0.0 × 0.3) + (0.0 × 0.25) + (0.0 × 0.15) = **0.00**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,0.94
few-shot,Human NatA complex',Human',"N/A (while NatA likely exists in other organisms, the search results specifically focus on the human version)'","Co-translational N-terminal protein acetylation, which regulates many protein functions including degradation, folding, interprotein interactions, and targeting.'[2]","Naa10 (catalytic subunit), Naa15 (auxiliary subunit), and can associate with HYPK (Huntingtin Yeast two-hybrid Protein K, an intrinsically disordered protein)'[2]","NAA10, NAA15, HYPK'",(0.7 × 0.3) + (0.8 × 0.3) + (0.7 × 0.25) + (1.0 × 0.15) = 0.21 + 0.24 + 0.175 + 0.15 = **0.775**'
contextual,Human NatA (hNatA),Human,"The NatA complex is conserved across eukaryotes. While the search results don't provide a comprehensive list of all organisms containing NatA, they mention that it is one of six conserved metazoan N-terminal acetyltransferases[1][2]. The crystal structure of the NatA complex from S. pombe (fission yeast) has also been reported[5].","Human NatA is a co-translational N-terminal acetyltransferase that regulates many protein functions including degradation, folding, interprotein interactions, and protein targeting[2]. It has N-terminal acetyltransferase activity, which involves the transfer of an acetyl group to the N-terminus of proteins during protein synthesis[3][5].",The complex consists of:,1. NAA10 - encodes the Naa10 catalytic subunit[5],(0.90 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,\((0.0 \times 0.3) + (0.0 \times 0.3) + (0.0 \times 0.25) + (0.0 \times 0.15) = 0.00\)
contextual,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00 + 0.00 + 0.00 + 0.00 = **0.00**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,1.00
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,All grading categories are effectively 0 due to the lack of identifiable data.
contextual,N/A,0.00,N/A,N/A,N/A,N/A,\((0.00 \times 0.3) + (0.00 \times 0.3) + (0.00 \times 0.25) + (0.00 \times 0.15) = 0.00 + 0.00 + 0.00 + 0.00 = \textbf{0.00}\)
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
contextual,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = **0.00**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
contextual,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.0 × 0.3) + (0.0 × 0.3) + (0.0 × 0.25) + (0.0 × 0.15) = 0 + 0 + 0 + 0 = **0.00**
contextual,NatC (N-terminal acetyltransferase C complex),Human,"NatC complexes are also found in other eukaryotes, including Saccharomyces cerevisiae, mice, and Drosophila melanogaster[1].","Catalyzes N-terminal acetylation of specific proteins, affecting their stability, localization, and function. N-terminal acetylation, a prevalent modification in eukaryotes, is linked to protein-protein interactions, degradation, and various cellular processes[1][2].","NAA30 (catalytic subunit), NAA35 (auxiliary subunit), NAA38 (auxiliary subunit)[1].","NAA30 (encodes NAA30 protein), NAA35 (encodes NAA35 protein), NAA38 (encodes NAA38 protein)[1].",- Consistency across databases: 0.95
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,0.70.
few-shot,N/A,N/A,N/A,"Not available due to insufficient information; the designation ""N/A"" does not correspond to a known protein complex specific to any of the requested organisms (Human, Mouse, C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae)[1][2][3][4].",N/A,N/A,(0.0 × 0.3) + (0.0 × 0.3) + (0.0 × 0.25) + (0.0 × 0.15) = 0.00
contextual,NatA complex,Human,Saccharomyces cerevisiae (yeast) (NatA also acetylates ~60% of the yeast proteome)[1].,"The NatA complex is a major N-terminal acetyltransferase in human cells responsible for co-translational N-terminal acetylation of proteins. This highly prevalent modification affects about 85% of the human proteome and plays crucial roles in regulating protein degradation, folding, interprotein interactions, targeting, and has links to cellular morphology, phosphorylation, sister chromatid cohesion, and human diseases such as cancer and neurological disorders[1].",- NAA10 (catalytic subunit),- NAA10,- Consistency of information across different databases/sources: 1.0 (NatA complex composition and function is well established across literature and databases.)
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00
contextual,NatA complex (N-terminal acetyltransferase A complex),Human,Yeast (Saccharomyces cerevisiae),"The NatA complex is responsible for co-translational N-terminal acetylation of proteins, which is one of the most common protein modifications in eukaryotes. This modification affects protein stability, function, localization, degradation, protein-protein interactions, and complex formation[1][2]. NatA is one of the major NATs in humans, covering a significant portion of the human N-terminal acetylome. The complex acetylates the α-amino group of the first amino acid residue of specific protein substrates by transferring an acetyl group from acetyl-CoA[1].","The search results don't provide a comprehensive list of the specific proteins that make up the NatA complex. However, they do mention that eukaryotic NATs have evolved to function as multi-subunit protein complexes with auxiliary subunits[1]. The search results also mention that the NatA complex is regulated by the Huntingtin Interacting Protein[2].",The search results don't provide specific gene names for the NatA complex components.,(0.5 × 0.3) + (0.6 × 0.3) + (0.3 × 0.25) + (0.8 × 0.15) = 0.15 + 0.18 + 0.075 + 0.12 = **0.525**
zero-shot,N/A,Analysis is centered on Saccharomyces cerevisiae as the canonical and most experimentally defined system for this complex (1.0 × 0.15 = 0.15).,N/A,N/A,N/A,N/A,N/A
few-shot,Human NatA (N-terminal acetyltransferase A) complex,Human,"The NatA complex (with core homologs Naa10 and Naa15) is conserved in other eukaryotes, including mouse, C. elegans, Drosophila melanogaster, and Saccharomyces cerevisiae. However, specific regulatory subunits such as HYPK appear to have unique features in metazoans[2].","The human NatA complex is responsible for co-translational N-terminal acetylation of newly synthesized proteins. This modification plays roles in protein degradation, folding, targeting, and mediating protein-protein interactions, thus regulating a range of cellular processes[2].",- Naa10 (catalytic subunit),- NAA10,- Consistency across databases/sources: 1.0 (well-documented in peer-reviewed structural and functional studies)
contextual,Human NatA (N-terminal acetyltransferase A) complex,Human,"NatA complexes are conserved and present in many eukaryotes, including mice, C. elegans, Drosophila melanogaster, and Saccharomyces cerevisiae[2]. However, this analysis is specific to the human version, which has unique regulatory features in metazoans—such as high-affinity HYPK interaction via a metazoan-specific domain in Naa15[2].","Human NatA is a co-translational N-terminal acetyltransferase that catalyzes the transfer of an acetyl group to the N-terminal amino acid of nascent proteins as they emerge from the ribosome. This modification regulates diverse protein functions, notably affecting protein stability, folding, interactions, subcellular targeting, and degradation. NatA is responsible for acetylating nearly 50% of all human proteins and is therefore a key regulator of the human proteome[2][3]. Its activity can be modulated by additional factors such as the Huntingtin yeast two-hybrid protein K (HYPK), which acts as an inhibitor and regulator[1][2].",- Naa10 (catalytic subunit),- NAA10 gene encodes Naa10[4].,- Consistency of information across different databases/sources (1.00 × 0.30)
zero-shot,N/A,"1.00 (all cited evidence is in S. cerevisiae, and no evidence for this exact complex exists in the other named organisms)",N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,"- All sections are unfulfilled due to lack of information, so the confidence for this analysis is strictly zero."
contextual,N/A,N/A,N/A,N/A,N/A,N/A,"Because there is no evidence for the existence, composition, or function of a protein complex called ""N/A,"" all grading components are scored as zero:"
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = **0.00**
contextual,N/A,N/A,N/A,N/A,N/A,N/A,Not applicable due to insufficient and nonspecific data.
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.0 × 0.3) + (0.0 × 0.3) + (0.0 × 0.25) + (0.0 × 0.15) = **0.00**
contextual,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = **0.00**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,0.3 + 0.3 + 0.25 + 0.15 = 1.00
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00 + 0.00 + 0.00 + 0.00 = **0.00**
contextual,NatA (N-terminal acetyltransferase A),Human,"NatA complexes are also found in most eukaryotes, including yeast (Saccharomyces cerevisiae), Drosophila melanogaster, and mouse[2].","NatA catalyzes N-terminal acetylation of nascent polypeptides during translation, a modification that affects protein stability, function, localization, degradation, interaction, complex formation, and co-translational protein regulation. This modification is essential for cellular homeostasis and is implicated in human diseases such as cancer and neurological disorders[1][2].",- NAA10 (catalytic subunit),- NAA10 (encodes the catalytic subunit),(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,0.00 (no organism-specific details can be provided),N/A,N/A,N/A,N/A,- Consistency of information across different databases/sources: 0.00 (no matching complex found)
contextual,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = **0.00**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = **0.00**
contextual,N/A,0.00 (no organism-specific data provided),N/A,N/A,N/A,N/A,"- Consistency of information across databases/sources: 0.00 (no complex named ""N/A"" found)"
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00
contextual,NatC (N-terminal acetyltransferase C) complex,Human,"The NatC complex (and its analogs with homologous subunits) is also found in other eukaryotes, including Saccharomyces cerevisiae (yeast), where it performs a similar function. The composition and function are relatively conserved across eukaryotes[1].","The NatC complex catalyzes N-terminal acetylation, a co-translational protein modification where an acetyl group is transferred from acetyl-CoA to the α-amino group of the first amino acid of specific protein substrates. In humans, N-terminal acetylation is one of the most abundant protein modifications (~85% of proteins) and affects stability, localization, degradation, and interaction of proteins. The NatC complex specifically targets proteins with specific N-terminal sequences and plays a significant role in coordinating various cellular processes[1][2].",- NAA30 (catalytic subunit),- NAA30,Consistency across databases (0.30): 1.0
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,"Omitted, as no protein complex could be analyzed."
contextual,NatA Complex,"The NatA complex is particularly well-studied in **Saccharomyces cerevisiae (Baker's yeast)** but is also prevalent in other organisms, including humans.","The NatA complex is found in humans (**Homo sapiens**), **Saccharomyces cerevisiae**, and other eukaryotes.","The NatA complex mediates N-terminal acetylation, affecting various aspects of protein biology such as stability, function, localization, and interactions. This modification is crucial for numerous cellular processes, including protein degradation and cell signaling pathways.",The NatA complex typically consists of the catalytic subunit Naa10 (ARD1) and the auxiliary subunit Naa15 (NAT1).,The genes corresponding to these proteins in humans are **NAA10** and **NAA15**.,"Since the original query involved **N/A** and we are using NatA as an illustrative example without explicit data on **N/A**, the confidence score for NatA can be estimated based on general knowledge."
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00 + 0.00 + 0.00 + 0.00 = **0.00**
contextual,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = **0.00**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,"Since there is no data to evaluate, all grading convention components score 0.00:"
contextual,NatA complex',Human',Yeast (Saccharomyces cerevisiae)',"NatA is a major N-terminal acetyltransferase complex that catalyzes the irreversible co-translational N-terminal acetylation of proteins. This modification affects various protein functions including degradation, folding, interprotein interactions, and targeting. N-terminal acetylation occurs on approximately 85% of human proteins, regulating protein stability, function, localization, degradation, interaction, and complex formation.'","The search results do not explicitly list all proteins that make up the NatA complex, but they indicate that eukaryotic NATs have evolved to function as multi-subunit protein complexes with auxiliary subunits.'",The search results do not provide specific gene names for the NatA complex components.',(0.5 × 0.3) + (0.6 × 0.3) + (0.2 × 0.25) + (0.9 × 0.15) = 0.15 + 0.18 + 0.05 + 0.135 = **0.515**'
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,- (0.0 × 0.3) + (0.0 × 0.3) + (0.0 × 0.25) + (0.0 × 0.15) = 0.00
contextual,NatA complex,Human,Yeast (Saccharomyces cerevisiae),"NatA is one of the major N-terminal acetyltransferases responsible for co-translational N-terminal protein acetylation, a common protein modification that occurs on approximately 85% of human proteins. This modification affects various protein functions including protein stability, degradation, folding, localization, interaction, and complex formation. NatA catalyzes the transfer of acetyl groups from acetyl-CoA to the α-amino group of the first amino acid residue of specific protein substrates[1][2].","The search results do not provide a complete list of proteins that make up the human NatA complex, but from the available information, NatA appears to be a multi-subunit protein complex. Based on search result [2], we know that NatA is regulated by the Huntingtin Interacting Protein, suggesting it has regulatory subunits in addition to catalytic components.","The search results do not specifically list the genes encoding NatA subunits. However, from context, we can infer that NatA is one of the seven NATs (NatA-NatF and NatH) mentioned in the human genome[1].",(0.5 × 0.3) + (0.4 × 0.3) + (0.4 × 0.25) + (0.8 × 0.15) = 0.15 + 0.12 + 0.1 + 0.12 = **0.49**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00 + 0.00 + 0.00 + 0.00 = **0.00**
contextual,N/A,N/A,N/A,N/A,N/A,N/A,"Because there is no protein complex named ""N/A,"" all grading criteria score 0.00."
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,"No specific protein complex with the designation ""N/A"" can be identified in authoritative protein complex datasets for Human, Mouse, C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae. The abbreviation ""N/A"" typically stands for ""Not Available"" or ""Not Applicable"" and does not correspond to an actual biological protein complex in established scientific literature or databases[1][3][5].",N/A,N/A,- Consistency of information across different databases/sources: 1.0
contextual,N/A,N/A,N/A,N/A,N/A,N/A,"None of the required criteria can be applied, so the equation is:"
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,Not applicable as no specific protein complex was identified for analysis.
contextual,NatA complex',Human',Yeast (Saccharomyces cerevisiae)',"NatA is a major N-terminal acetyltransferase responsible for co-translational N-terminal acetylation of proteins. This modification affects protein stability, function, localization, degradation, interaction, and complex formation. NatA contributes significantly to the human N-terminal acetylome, with N-terminal acetylation occurring on approximately 85% of human proteins[1][2].'","The search results don't provide the complete list of protein subunits for NatA, but indicate that unlike bacterial and archaeal NATs which are single subunit proteins, eukaryotic NATs like NatA have evolved to function as multi-subunit protein complexes with auxiliary subunits[1].'",The search results don't specify the genes encoding NatA components.',(0.5 × 0.3) + (0.6 × 0.3) + (0.3 × 0.25) + (0.8 × 0.15) = 0.15 + 0.18 + 0.075 + 0.12 = **0.525**'
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,1.00
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.0 × 0.3) + (0.0 × 0.3) + (0.0 × 0.25) + (0.0 × 0.15) = 0.00 + 0.00 + 0.00 + 0.00 = **0.00**
contextual,NatA complex',Human',Yeast (Saccharomyces cerevisiae)',"NatA is a major N-terminal acetyltransferase complex that catalyzes the co-translational acetylation of proteins. This irreversible N-terminal acetyl modification affects a range of cellular phenotypes and protein activities, including cellular morphology, phosphorylation, sister chromatid cohesion, protein degradation, and protein-protein interactions. N-terminal acetylation occurs on approximately 85% of human proteins and can influence protein stability, function, localization, degradation, interaction, and complex formation.'","While the specific protein composition is not fully detailed in the search results, NatA is described as a multi-subunit protein complex that harbors auxiliary subunits and associates with regulatory proteins and small molecules. It also interacts with the ribosome to mediate co-translational acetylation.'",The specific genes encoding the NatA complex components are not explicitly mentioned in the search results.',(0.60 × 0.3) + (0.50 × 0.3) + (0.40 × 0.25) + (0.80 × 0.15) = 0.18 + 0.15 + 0.10 + 0.12 = **0.55**'
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.0 × 0.3) + (0.0 × 0.3) + (0.0 × 0.25) + (0.0 × 0.15) = **0.00**
