Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
few-shot,KDR-VEGF165 complex,Human,Mouse,This protein complex mediates vascular endothelial cell proliferation;  survival;  migration;  and angiogenesis. When VEGF165 (a splice variant of VEGFA) binds to KDR (VEGFR2);  it triggers receptor dimerization and autophosphorylation;  activating downstream signaling cascades that regulate blood vessel formation;  vascular permeability;  and endothelial cell function. The complex is crucial for both physiological angiogenesis during development and pathological angiogenesis in diseases such as cancer.,Vascular endothelial growth factor receptor 2 (KDR/VEGFR2);  Vascular endothelial growth factor A (VEGFA;  specifically the 165 amino acid isoform),KDR;  VEGFA,0.955
contextual,KDR-VEGF165 complex,Human,Mouse,The KDR-VEGF165 complex is critical for mediating angiogenesis;  vascular permeability;  and endothelial cell survival. When VEGF165 (a major isoform of VEGF-A) binds to KDR (also known as VEGFR-2);  it triggers receptor dimerization and autophosphorylation;  activating downstream signaling cascades that promote endothelial cell proliferation;  migration;  and tube formation. This complex plays a fundamental role in both developmental and pathological angiogenesis;  including tumor vascularization.,Vascular endothelial growth factor receptor 2 (KDR/VEGFR-2); Vascular endothelial growth factor A (VEGF-A;  isoform VEGF165),KDR (for VEGFR-2); VEGFA (for VEGF165),0.955
zero-shot,FLT4-VEGFC Complex,Human (Homo sapiens),Mouse (Mus musculus),The FLT4-VEGFC complex functions primarily in lymphangiogenesis - the formation of lymphatic vessels from pre-existing lymphatic vessels. Upon binding of VEGFC to the FLT4 receptor (also known as VEGFR-3);  the receptor dimerizes and undergoes autophosphorylation;  activating downstream signaling pathways including PI3K/Akt and MAPK cascades. This signaling promotes lymphatic endothelial cell proliferation;  migration;  and survival. The complex also plays roles in embryonic cardiovascular development and pathological angiogenesis in certain diseases.,FLT4 (Fms-related receptor tyrosine kinase 4;  also known as VEGFR-3); VEGFC (Vascular endothelial growth factor C),FLT4; VEGFC,0.955
few-shot,FLT4-VEGFC complex,Human,Mouse,The FLT4-VEGFC complex is primarily involved in lymphangiogenesis;  the formation of new lymphatic vessels. Upon binding of VEGFC to the FLT4 receptor (also known as VEGFR3);  the complex initiates intracellular signaling cascades that stimulate lymphatic endothelial cell proliferation;  migration;  and survival. This complex is essential for lymphatic vessel development during embryogenesis and plays a role in lymphatic vessel maintenance in adults. It also contributes to tumor lymphangiogenesis and lymphatic metastasis in various cancers.,Vascular endothelial growth factor receptor 3 (FLT4/VEGFR3); Vascular endothelial growth factor C (VEGFC),FLT4; VEGFC,0.955
contextual,FLT4-VEGFC complex,Human,Mouse,This complex mediates lymphangiogenesis and maintenance of the lymphatic endothelium. When VEGFC (Vascular Endothelial Growth Factor C) binds to FLT4 (Vascular Endothelial Growth Factor Receptor 3);  it triggers receptor dimerization and autophosphorylation;  activating downstream signaling pathways that promote lymphatic endothelial cell proliferation;  migration;  and survival. This signaling is essential for lymphatic vessel development;  lymphatic homeostasis;  and lymphatic vessel remodeling.,Vascular endothelial growth factor receptor 3 (VEGFR-3); Vascular endothelial growth factor C,FLT4; VEGFC,0.9175
zero-shot,Integrin α3β1 (ITGA3-ITGB1),Human (Homo sapiens),Mouse (Mus musculus),The ITGA3-ITGB1 complex functions as a receptor for laminin;  specifically laminin-5 (laminin-332);  collagen;  and fibronectin in the extracellular matrix. It mediates cell-matrix adhesion;  participates in cell-surface mediated signaling;  and regulates epithelial cell migration and tissue organization. In humans;  it plays critical roles in kidney development;  skin integrity;  and lung alveolar formation. The complex is particularly important for basement membrane organization;  keratinocyte migration during wound healing;  and maintaining epithelial cell polarity.,Integrin alpha-3 (ITGA3); Integrin beta-1 (ITGB1),ITGA3 (integrin subunit alpha 3); ITGB1 (integrin subunit beta 1),0.94
few-shot,ITGA3-ITGB1 complex (α3β1 integrin),Human,Mouse,The ITGA3-ITGB1 complex functions as a receptor for laminin;  collagen;  and fibronectin. It plays a crucial role in cell-matrix adhesion;  cell migration;  and tissue organization. In epithelial cells;  α3β1 integrin mediates adhesion to the basement membrane and regulates epithelial cell polarity;  differentiation;  and wound healing. The complex also participates in signaling pathways that control cell survival;  proliferation;  and cytoskeletal organization.,Integrin alpha-3 (ITGA3);  Integrin beta-1 (ITGB1),ITGA3;  ITGB1,0.9175
contextual,ITGA3-ITGB1 complex,Human,Mouse,The ITGA3-ITGB1 complex functions as a receptor for fibronectin;  laminin;  collagen;  epiligrin;  thrombospondin and CSPG4. It mediates cell-cell and cell-matrix adhesion in epithelial tissues;  playing crucial roles in kidney and skin development;  wound healing;  and maintaining epithelial cell integrity. This integrin heterodimer primarily binds to laminin-5 (laminin-332) in basement membranes and is essential for proper organization of extracellular matrix.,Integrin alpha-3 (ITGA3);  Integrin beta-1 (ITGB1),ITGA3;  ITGB1,0.9475
zero-shot,Golgi-associated retrograde protein (GARP) complex,Saccharomyces cerevisiae (Baker's yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The GARP complex functions as a tethering factor for retrograde vesicle trafficking from endosomes to the trans-Golgi network (TGN). It captures and facilitates the fusion of endosome-derived transport vesicles with the TGN membranes;  playing a crucial role in the recycling of proteins such as TGN46;  certain SNAREs;  and mannose-6-phosphate receptors from endosomes back to the TGN.,Vps51 (15.5 kDa); Vps52 (43 kDa); Vps53 (96 kDa); Vps54 (100 kDa),VPS51 (YKR020W); VPS52 (YDR484W); VPS53 (YJL029C); VPS54 (YDR027C),0.91
few-shot,Golgi-associated retrograde protein (GARP) complex,Saccharomyces cerevisiae (Baker's yeast),Human;  Mouse;  Drosophila melanogaster;  C. elegans,The GARP complex is a tethering complex that mediates retrograde transport of proteins from endosomes to the trans-Golgi network (TGN). It plays a critical role in maintaining proper sorting and recycling of transmembrane proteins;  particularly those involved in lysosomal enzyme trafficking. The complex captures and tethers vesicles that originate from endosomes to facilitate their fusion with the TGN membrane through interactions with SNARE proteins.,Vps51 (Vacuolar protein sorting-associated protein 51); Vps52 (Vacuolar protein sorting-associated protein 52); Vps53 (Vacuolar protein sorting-associated protein 53); Vps54 (Vacuolar protein sorting-associated protein 54),VPS51 (also known as VPS67); VPS52 (also known as SAC2); VPS53; VPS54 (also known as LUV1),0.94
contextual,Golgi-associated Retrograde Protein (GARP) complex,Saccharomyces cerevisiae (Baker's yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The GARP complex is a tethering complex that mediates retrograde transport of proteins from endosomes to the trans-Golgi network (TGN). It facilitates the fusion of endosome-derived transport vesicles with the TGN membrane;  playing a crucial role in the recycling of proteins such as sorting receptors needed for lysosomal enzyme trafficking and certain transmembrane proteins.,Vps51 (Vacuolar protein sorting-associated protein 51); Vps52 (Vacuolar protein sorting-associated protein 52); Vps53 (Vacuolar protein sorting-associated protein 53); Vps54 (Vacuolar protein sorting-associated protein 54),VPS51 (formerly known as VPS67/YKR020W); VPS52 (YDR484W); VPS53 (YJL029C); VPS54 (YDR027C),0.94
zero-shot,Transmembrane channel-like (TMC) 2 complex,Mouse (Mus musculus),Human (Homo sapiens),TMC2 forms a mechanosensitive ion channel in mammalian inner ear hair cells that can function as an alternative to TMC1 in auditory and vestibular mechanotransduction. It contributes to the pore-forming subunit of the mechanotransduction channel complex and is involved in converting mechanical stimuli into electrical signals. TMC2 plays a particularly important role in early postnatal hair cell development and function;  with its expression declining after the first postnatal week as TMC1 becomes the predominant channel in mature hair cells.,Transmembrane channel-like protein 2 (TMC2); Transmembrane inner ear protein (TMIE); Lipoma HMGIC fusion partner-like 5 protein (LHFPL5/TMHS); Calcium and integrin-binding family member 2 (CIB2),Tmc2; Tmie; Lhfpl5 (also known as Tmhs); Cib2,0.825
few-shot,Transmembrane Channel-like (TMC) 2 Complex,Mouse,Human;  C. elegans;  Drosophila melanogaster,TMC2 functions as a component of the mechanotransduction channel in inner ear hair cells;  converting mechanical stimuli into electrical signals during the hearing process. While TMC1 is essential for hearing in mature hair cells;  TMC2 appears to play a more prominent role in the early development of hair cells and contributes to the pore-forming subunit of the mechanotransduction channel alongside TMC1. TMC2 is particularly important during early postnatal development in mammalian hair cells.,Transmembrane channel-like protein 2,Tmc2,0.8225
contextual,Transmembrane channel-like (TMC) 2 complex,Mouse (Mus musculus),Human;  C. elegans;  Drosophila melanogaster,The TMC2 complex functions as a mechanosensitive ion channel that mediates mechanotransduction in inner ear hair cells. It forms part of the hair cell transduction channel complex and is involved in converting mechanical stimuli from sound and head movements into electrical signals. In mice;  TMC2 primarily contributes to mechanotransduction in the early postnatal period;  with its expression declining as TMC1 becomes the predominant TMC protein in mature hair cells.,Transmembrane channel-like protein 2; Protocadherin-15; Cadherin-23; LHFPL5 (Lipoma HMGIC fusion partner-like 5); CIB2 (Calcium and integrin-binding family member 2),Tmc2; Pcdh15; Cdh23; Lhfpl5; Cib2,0.8475
zero-shot,Eukaryotic Initiation Factor 3 (eIF3) complex,Human (Homo sapiens),Mouse;  C. elegans;  Drosophila melanogaster; Note: S. cerevisiae has a simplified eIF3 complex with only 5-6 subunits;  not 13.,The eIF3 complex is a critical component of the translation initiation machinery in humans. It facilitates the assembly of the 43S pre-initiation complex by promoting binding of the ternary complex (eIF2-GTP-Met-tRNAi) to the 40S ribosomal subunit. eIF3 also assists in mRNA recruitment to the 43S complex;  scanning of the 5' UTR;  and AUG codon recognition. Additionally;  it interacts with other initiation factors (eIF1;  eIF1A;  eIF2;  eIF4G;  and eIF5) to coordinate the process of translation initiation and prevent premature association of the 60S ribosomal subunit.,eIF3a;  eIF3b;  eIF3c;  eIF3d;  eIF3e;  eIF3f;  eIF3g;  eIF3h;  eIF3i;  eIF3j;  eIF3k;  eIF3l;  eIF3m,EIF3A;  EIF3B;  EIF3C;  EIF3D;  EIF3E;  EIF3F;  EIF3G;  EIF3H;  EIF3I;  EIF3J;  EIF3K;  EIF3L;  EIF3M,0.955
few-shot,Eukaryotic Initiation Factor 3 (eIF3) complex,Human,Mouse;  Drosophila melanogaster;  C. elegans (note: S. cerevisiae has a simplified 5-6 subunit eIF3 complex),The eIF3 complex is the largest translation initiation factor that plays critical roles in multiple steps of protein synthesis. It facilitates the formation of the 43S pre-initiation complex by promoting the binding of the ternary complex (eIF2-GTP-Met-tRNAi) to the 40S ribosomal subunit. eIF3 also assists in mRNA recruitment to the 43S complex;  scanning of the 5'UTR;  and AUG codon recognition. Additionally;  it interacts with other initiation factors (eIF1;  eIF1A;  eIF2;  eIF4G;  eIF5) to coordinate the assembly of the translation machinery.,eIF3a (p170); eIF3b (p116); eIF3c (p110); eIF3d (p66); eIF3e (p48); eIF3f (p47); eIF3g (p44); eIF3h (p40); eIF3i (p36); eIF3j (p35); eIF3k (p28); eIF3l (p67); eIF3m (p128),EIF3A; EIF3B; EIF3C; EIF3D; EIF3E; EIF3F; EIF3G; EIF3H; EIF3I; EIF3J; EIF3K; EIF3L; EIF3M,0.9475
contextual,Eukaryotic Initiation Factor 3 (eIF3) Complex,Human,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae (note: S. cerevisiae has fewer subunits;  typically 5-6),The eIF3 complex plays a crucial role in translation initiation by binding to the 40S ribosomal subunit and promoting the formation of the 43S pre-initiation complex. It facilitates the binding of the ternary complex (eIF2-GTP-Met-tRNAi) to the 40S subunit;  stimulates mRNA binding;  and assists in AUG start codon recognition. Additionally;  eIF3 interacts with other initiation factors to coordinate various steps in translation initiation and can also participate in translation reinitiation and nonsense-mediated mRNA decay (NMD).,eIF3a (p170); eIF3b (p116); eIF3c (p110); eIF3d (p66); eIF3e (p48); eIF3f (p47); eIF3g (p44); eIF3h (p40); eIF3i (p36); eIF3j (p35); eIF3k (p28); eIF3l (p67); eIF3m (p125),EIF3A; EIF3B; EIF3C; EIF3D; EIF3E; EIF3F; EIF3G; EIF3H; EIF3I; EIF3J; EIF3K; EIF3L; EIF3M,0.9475
zero-shot,Tip60 complex (also known as NuA4 in yeast),Human (Homo sapiens),Mouse (Mus musculus);  Drosophila melanogaster;  Saccharomyces cerevisiae (as NuA4);  Caenorhabditis elegans,The Tip60 complex is a multi-subunit complex that possesses histone acetyltransferase (HAT) activity;  primarily targeting histones H4 and H2A. It plays crucial roles in transcriptional regulation;  DNA damage repair;  cell cycle progression;  and apoptosis. The complex acetylates histones to facilitate chromatin relaxation;  promoting transcription of specific genes. Additionally;  it is involved in the DNA damage response pathway;  where it acetylates ATM kinase and histone H2AX to facilitate DNA repair.,KAT5 (Tip60); TRRAP; EP400 (p400); RUVBL1 (Pontin;  TIP49A); RUVBL2 (Reptin;  TIP49B); DMAP1; BRD8; MRGBP; MORF4L1 (MRG15); MORF4L2 (MRGX); MEAF6 (hEaf6); VPS72 (YL1); ING3; YEATS4 (GAS41): YEATS domain protein; ACTL6A (BAF53a); EPC1; EPC2,KAT5; TRRAP; EP400; RUVBL1; RUVBL2; DMAP1; BRD8; MRGBP; MORF4L1; MORF4L2; MEAF6; VPS72; ING3; YEATS4; ACTL6A; EPC1; EPC2,0.8825
few-shot,Tip60 Chromatin-Remodeling Complex (also known as NuA4 complex in yeast),Human (Homo sapiens),Drosophila melanogaster;  Saccharomyces cerevisiae (where it's called NuA4);  Mouse,This multiprotein complex functions as a histone acetyltransferase (HAT) that specifically acetylates histones H2A and H4. It plays essential roles in transcriptional regulation;  DNA damage repair;  cell cycle progression;  and apoptosis. The complex is involved in acetylating nucleosomal histones;  which alters chromatin structure to facilitate transcriptional activation and DNA repair.,KAT5 (Tip60); TRRAP; EP400 (p400); RUVBL1 (Pontin); RUVBL2 (Reptin); DMAP1; BRD8; MRGBP; EPC1; EPC2; ING3; MEAF6; MORF4L1 (MRG15); MORF4L2 (MRGX); ACTL6A (BAF53a); VPS72 (YL1),KAT5; TRRAP; EP400; RUVBL1; RUVBL2; DMAP1; BRD8; MRGBP; EPC1; EPC2; ING3; MEAF6; MORF4L1; MORF4L2; ACTL6A; VPS72,0.9125
contextual,Tip60 chromatin-remodeling complex (also known as NuA4 HAT complex),Drosophila melanogaster,Human;  Mouse;  Saccharomyces cerevisiae,The Tip60 complex is a multi-subunit histone acetyltransferase (HAT) complex that acetylates histones H2A;  H4 and H2AX/H2AZ variants. It plays critical roles in transcriptional regulation;  DNA damage repair;  cell cycle progression;  and apoptosis. The complex specifically modifies chromatin structure by acetylating lysine residues on histone tails;  which generally promotes a more open chromatin configuration and facilitates transcriptional activation. In DNA damage response;  it acetylates histone H2AX at DNA double-strand breaks;  which is essential for repair pathway choice.,Tip60 (KAT5 homolog;  the catalytic HAT subunit); Domino (p400/Swr1 homolog); E(Pc) (Enhancer of Polycomb); dMrg15 (MORF-related gene 15); dMrgBP (MRG binding protein); Brd8 (Bromodomain containing 8); dIng3 (Inhibitor of growth 3); dYL-1 (Vacuolar protein sorting-associated protein 72); dEaf6 (ELL-associated factor 6); dGas41 (Glioma-amplified sequence 41); dRuvbl1 (RuvB-like 1); dRuvbl2 (RuvB-like 2); dTra1 (Transformation/transcription domain-associated protein),Tip60; dom; E(Pc); MRG15; MrgBP; Brd8; ING3; YL-1; Eaf6; Gas41; pont (for dRuvbl1); reptin (for dRuvbl2); Nipped-A (for dTra1),0.8975
zero-shot,COP9 Signalosome (CSN),Human (Homo sapiens),Mouse;  Drosophila melanogaster;  C. elegans;  Saccharomyces cerevisiae (though its structure and function in yeast differ from the canonical form found in higher eukaryotes),The COP9 Signalosome functions primarily as a regulator of cullin-RING E3 ubiquitin ligases (CRLs) through deneddylation activity;  removing the ubiquitin-like protein NEDD8 from cullins. In humans;  CSN controls protein degradation via the ubiquitin-proteasome pathway;  regulates cell cycle progression;  DNA damage response;  and signal transduction pathways. The complex possesses intrinsic deubiquitinating activity and regulates protein kinases;  influencing transcription factor stability and gene expression.,CSN1 (COPS1/GPS1); CSN2 (COPS2/TRIP15); CSN3 (COPS3); CSN4 (COPS4); CSN5 (COPS5/JAB1); CSN6 (COPS6); CSN7A (COPS7A); CSN7B (COPS7B); CSN8 (COPS8); CSNAP (COPS9),GPS1 (CSN1); COPS2 (CSN2); COPS3 (CSN3); COPS4 (CSN4); COPS5 (CSN5); COPS6 (CSN6); COPS7A (CSN7A); COPS7B (CSN7B); COPS8 (CSN8); COPS9 (CSNAP),0.95
few-shot,COP9 Signalosome (CSN),Human,Mouse;  Drosophila melanogaster;  C. elegans;  Saccharomyces cerevisiae,The COP9 signalosome is a highly conserved protein complex that regulates the ubiquitin-proteasome system by controlling the activity of cullin-RING E3 ubiquitin ligases (CRLs). Its primary biochemical function is the deneddylation of cullins;  removing the ubiquitin-like protein NEDD8 from cullin scaffolds. This regulation of CRLs controls protein degradation pathways critical for cell cycle progression;  DNA damage response;  and development. The CSN also possesses associated deubiquitinating activity and kinase activity that contribute to its regulatory functions.,CSN1/GPS1 (COP9 signalosome complex subunit 1); CSN2/COPS2 (COP9 signalosome complex subunit 2); CSN3/COPS3 (COP9 signalosome complex subunit 3); CSN4/COPS4 (COP9 signalosome complex subunit 4); CSN5/COPS5/JAB1 (COP9 signalosome complex subunit 5); CSN6/COPS6 (COP9 signalosome complex subunit 6); CSN7A/COPS7A (COP9 signalosome complex subunit 7A); CSN7B/COPS7B (COP9 signalosome complex subunit 7B); CSN8/COPS8 (COP9 signalosome complex subunit 8),GPS1 (G Protein Pathway Suppressor 1); COPS2 (COP9 Signalosome Subunit 2); COPS3 (COP9 Signalosome Subunit 3); COPS4 (COP9 Signalosome Subunit 4); COPS5 (COP9 Signalosome Subunit 5); COPS6 (COP9 Signalosome Subunit 6); COPS7A (COP9 Signalosome Subunit 7A); COPS7B (COP9 Signalosome Subunit 7B); COPS8 (COP9 Signalosome Subunit 8),0.9475
contextual,COP9 Signalosome (CSN),Human,Mouse;  Drosophila melanogaster;  C. elegans;  Saccharomyces cerevisiae,The COP9 signalosome regulates protein degradation via the ubiquitin-proteasome system by controlling cullin-RING E3 ubiquitin ligase (CRL) activity through deneddylation of cullins. It removes the ubiquitin-like protein NEDD8 from cullins;  thereby regulating CRL assembly and activity. The CSN complex also participates in phosphorylation of various proteins including p53;  c-Jun;  IκBα;  and controls signaling pathways related to cell cycle;  DNA damage response;  and developmental processes.,CSN1 (GPS1;  COPS1); CSN2 (COPS2;  TRIP15); CSN3 (COPS3); CSN4 (COPS4); CSN5 (JAB1;  COPS5); CSN6 (COPS6); CSN7A (COPS7A); CSN7B (COPS7B); CSN8 (COPS8),GPS1 (for CSN1); COPS2 (for CSN2); COPS3 (for CSN3); COPS4 (for CSN4); COPS5 (for CSN5); COPS6 (for CSN6); COPS7A (for CSN7A); COPS7B (for CSN7B); COPS8 (for CSN8),0.94
zero-shot,S Proteasome,Homo sapiens (Human),Mus musculus;  Caenorhabditis elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The 20S proteasome is the core proteolytic component of the 26S proteasome complex in eukaryotes. In humans;  it functions as a barrel-shaped structure responsible for the degradation of ubiquitinated proteins through the ubiquitin-proteasome pathway. It has three distinct proteolytic activities: chymotrypsin-like;  trypsin-like;  and caspase-like activities. The complex plays a crucial role in cellular proteostasis;  regulating protein turnover;  removing misfolded or damaged proteins;  and controlling the levels of regulatory proteins involved in cell cycle;  transcription;  and apoptosis., PSMA1;  PSMA2;  PSMA3;  PSMA4;  PSMA5;  PSMA6;  PSMA7; PSMB1;  PSMB2;  PSMB3;  PSMB4;  PSMB5;  PSMB6;  PSMB7; PSMB8 (β5i);  PSMB9 (β1i);  PSMB10 (β2i);PSMB11 (β5t),Alpha subunits: PSMA1;  PSMA2;  PSMA3;  PSMA4;  PSMA5;  PSMA6;  PSMA7; Beta subunits: PSMB1;  PSMB2;  PSMB3;  PSMB4;  PSMB5;  PSMB6;  PSMB7; Immunoproteasome subunits: PSMB8;  PSMB9;  PSMB10; Thymoproteasome subunit: PSMB11,0.9475
few-shot,20S Proteasome,Saccharomyces cerevisiae (Baker's yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The 20S proteasome is the core proteolytic component of the ubiquitin-proteasome system in eukaryotes. It functions as a multicatalytic protease complex that degrades unfolded;  misfolded;  damaged;  and short-lived regulatory proteins in an ATP-independent manner. It contains three distinct proteolytic activities: chymotrypsin-like;  trypsin-like;  and caspase-like (peptidylglutamyl-peptide hydrolase) activities;  allowing for the cleavage of peptide bonds after hydrophobic;  basic;  and acidic amino acids;  respectively., Pre6;  Pre5;  Pup2;  Pre9;  Pre8;  Pre10;  Scl1; Pre3;  Pup1;  Pup3;  Pre1;  Pre2;  Pre7;  Pre4,Alpha subunits: PRE6 (α4);  PRE5 (α6);  PUP2 (α5);  PRE9 (α3);  PRE8 (α2);  PRE10 (α7);  SCL1 (α1); Beta subunits: PRE3 (β1);  PUP1 (β2);  PUP3 (β3);  PRE1 (β4);  PRE2 (β5);  PRE7 (β6);  PRE4 (β7),0.9475
contextual,20S Proteasome,Saccharomyces cerevisiae (Baker's yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The 20S proteasome is the core proteolytic component of the 26S proteasome complex;  responsible for the degradation of ubiquitinated proteins in the ubiquitin-proteasome pathway. It has three distinct proteolytic activities: chymotrypsin-like;  trypsin-like;  and caspase-like (post-glutamyl peptide hydrolase) activities. The 20S proteasome functions independently of ATP and can also degrade oxidatively damaged proteins in an ubiquitin-independent manner.,Pre6p (α4);  Pre5p (α6);  Pup2p (α5);  Pre9p (α3);  Pre8p (α2);  Scl1p (α1);  Pre10p (α7); Pre3p (β1);  Pup1p (β2);  Pre2p (β5);  Pre1p (β4);  Pre7p (β6);  Pre4p (β7);  Pup3p (β3),Alpha subunit genes: PRE6;  PRE5;  PUP2;  PRE9;  PRE8;  SCL1;  PRE10; Beta subunit genes: PRE3;  PUP1;  PRE2;  PRE1;  PRE7;  PRE4;  PUP3,0.965
zero-shot,Hyperpolarization-activated cyclic nucleotide-gated (HCN) channel complex,Human (Homo sapiens),Mouse (Mus musculus),The HCN channel complex mediates hyperpolarization-activated cation currents (If or Ih) in cardiac pacemaker cells and neurons. It regulates cardiac rhythmicity;  dendritic integration;  synaptic transmission;  and neuronal excitability. The complex is activated by membrane hyperpolarization and modulated by direct binding of cyclic nucleotides (cAMP and cGMP);  which facilitates channel opening by shifting the voltage dependence to more positive potentials.,HCN1 (Hyperpolarization-activated cyclic nucleotide-gated potassium channel 1); HCN2 (Hyperpolarization-activated cyclic nucleotide-gated potassium channel 2); HCN3 (Hyperpolarization-activated cyclic nucleotide-gated potassium channel 3); HCN4 (Hyperpolarization-activated cyclic nucleotide-gated potassium channel 4); These proteins form homo- or heterotetrameric channel complexes with varying subunit compositions;  leading to channels with different properties.,HCN1 (Hyperpolarization-activated cyclic nucleotide-gated potassium channel 1); HCN2 (Hyperpolarization-activated cyclic nucleotide-gated potassium channel 2); HCN3 (Hyperpolarization-activated cyclic nucleotide-gated potassium channel 3); HCN4 (Hyperpolarization-activated cyclic nucleotide-gated potassium channel 4),0.22
few-shot,Hyperpolarization-activated cyclic nucleotide-gated channel complex,Human,Mouse,"This complex forms tetrameric ion channels that conduct both potassium and sodium ions. They are activated by hyperpolarization rather than depolarization and modulated by cyclic nucleotides (cAMP). The complex plays critical roles in cardiac pacemaking;  neuronal excitability;  dendritic integration;  and synaptic transmission. It generates the ""funny current"" (If) in cardiac cells and the hyperpolarization-activated current (Ih) in neurons.",Hyperpolarization-activated cyclic nucleotide-gated potassium channel 1 (HCN1);  Hyperpolarization-activated cyclic nucleotide-gated potassium channel 2 (HCN2);  Hyperpolarization-activated cyclic nucleotide-gated potassium channel 3 (HCN3);  Hyperpolarization-activated cyclic nucleotide-gated potassium channel 4 (HCN4),HCN1;  HCN2;  HCN3;  HCN4,0.9175
contextual,HCN Channel Complex,Human,Mouse,The HCN (Hyperpolarization-activated Cyclic Nucleotide-gated) channel complex forms pacemaker channels that generate rhythmic activity in cardiac and neuronal cells. These channels conduct an inward;  mixed Na+/K+ current (Ih) that activates upon hyperpolarization rather than depolarization. The complex plays key roles in controlling heart rate;  neuronal excitability;  dendritic integration;  synaptic transmission;  and neuronal development. HCN channels are also modulated by direct binding of cyclic nucleotides (cAMP and cGMP);  making them important integrators of autonomic nervous system signals.,Hyperpolarization-activated cyclic nucleotide-gated channel 1 (HCN1); Hyperpolarization-activated cyclic nucleotide-gated channel 2 (HCN2); Hyperpolarization-activated cyclic nucleotide-gated channel 3 (HCN3); Hyperpolarization-activated cyclic nucleotide-gated channel 4 (HCN4),HCN1; HCN2; HCN3; HCN4,0.94
zero-shot,"""""","""""","""""","""""","""""",GRIN1 and P2RY4 exist as individual genes but do not form a known complex,0.42
few-shot,"""""","""""","""""","""""","""""",, but they appear to function in separate cellular pathways rather than as a complex together.
contextual,"""""","""""","""""","""""","""""",, but their direct association as a complex is not well-supported by current research.
zero-shot,LY96-TLR4 complex (also known as MD-2/TLR4 complex),Human (Homo sapiens),Mouse (Mus musculus),The LY96-TLR4 complex serves as a crucial pattern recognition receptor in innate immunity;  primarily responsible for detecting lipopolysaccharide (LPS) from Gram-negative bacteria. Upon LPS binding;  the complex initiates signal transduction cascades that activate NF-κB and lead to the production of pro-inflammatory cytokines and type I interferons. This complex is essential for mounting immune responses against Gram-negative bacterial infections but can also contribute to septic shock when excessively activated.,LY96 (Lymphocyte antigen 96;  also known as MD-2); TLR4 (Toll-like receptor 4); CD14 (Cluster of differentiation 14) ,LY96 (gene encoding MD-2); TLR4 (gene encoding TLR4); CD14 (gene encoding CD14),0.955
few-shot,LY96-TLR4 Complex (MD-2/TLR4 Complex),Human,Mouse,The LY96-TLR4 complex forms the primary receptor for lipopolysaccharide (LPS);  a major component of the outer membrane of Gram-negative bacteria. This complex is essential for the innate immune system's recognition of bacterial pathogens and initiates signaling cascades leading to the production of inflammatory cytokines and type I interferons. Upon LPS binding;  the complex recruits adaptor proteins (MyD88;  TIRAP;  TRIF;  TRAM) to activate downstream pathways;  including NF-κB and IRF3;  triggering inflammatory responses crucial for host defense against bacterial infections.,Lymphocyte antigen 96 (MD-2); Toll-like receptor 4 (TLR4),LY96 (encoding MD-2); TLR4 (encoding TLR4),0.955
contextual,LY96-TLR4 complex,Human,Mouse,This complex serves as a pattern recognition receptor critical for innate immune responses to bacterial lipopolysaccharide (LPS). LY96 (also known as MD-2) binds directly to LPS and associates with TLR4;  facilitating TLR4 dimerization upon LPS recognition. This dimerization triggers downstream signaling cascades via the MyD88-dependent and TRIF-dependent pathways;  leading to the activation of NF-κB and IRF3 transcription factors;  production of pro-inflammatory cytokines;  type I interferons;  and ultimately the mounting of inflammatory responses against gram-negative bacterial infections.,Lymphocyte antigen 96 (LY96/MD-2); Toll-like receptor 4 (TLR4),LY96; TLR4,0.955
zero-shot,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae (budding yeast),Homo sapiens (Human);  Mus musculus (Mouse);  Caenorhabditis elegans;  Drosophila melanogaster,The RAD6-RAD18 ubiquitin ligase complex functions as the primary E2-E3 enzyme pair responsible for PCNA monoubiquitination at K164 in response to DNA damage. This ubiquitination is a key mediator of DNA damage tolerance through translesion synthesis (TLS);  allowing cells to bypass DNA lesions during replication. The complex recognizes regions of single-stranded DNA exposed at stalled replication forks and catalyzes the transfer of ubiquitin to PCNA;  which then recruits specialized TLS polymerases to bypass the damage. The complex is essential for post-replication repair and maintaining genome stability.,Rad6 (E2 ubiquitin-conjugating enzyme); Rad18 (E3 ubiquitin ligase),RAD6 (UBC2); RAD18,0.9475
